Año,Trimestre,Provincia,Accesos TV por suscripción por cada 100 hab,Accesos TV por suscripción por cada 100 hogares
2018,3,Santa Fe,18.09177783629566,57.5348064141229
2018,3,Santiago Del Estero,11.342008298547702,45.700290047305835
2018,3,Tierra Del Fuego,27.94791459152073,94.26232846031682
2018,3,Tucumán,7.5899406427950975,30.6394387530226
2018,2,Buenos Aires,15.498218831352922,47.75623321358064
2018,2,Capital Federal,24.211823711902433,57.791983965129134
2018,2,Catamarca,19.24593347423757,75.65736206963025
2018,2,Chaco,9.198601722326744,34.41490880253767
2018,2,Chubut,12.506715357541536,40.797842429668776
2018,2,Córdoba,30.27889387915785,98.89321125795728
2018,2,Corrientes,9.122472480979134,34.64225313222656
2018,2,Entre Ríos,15.53938787595679,51.970958440357045
2018,2,Formosa,8.754067210923246,34.39300248401247
2018,2,Jujuy,11.937926446982159,46.68113451464351
2018,2,La Pampa,23.44421377878627,71.15324943975176
2018,2,La Rioja,5.973264644490829,22.43800476924134
2018,2,Mendoza,4.5773548633561045,16.401845773414387
2018,2,Misiones,10.954749966923083,40.21693783896537
2018,2,Neuquén,12.193577846744422,40.960685520561974
2018,2,Río Negro,12.048956142882668,39.1706283957678
2018,2,Salta,12.186565211090612,50.31448600217298
2018,2,San Juan,6.274238698645383,24.62993421052632
2018,2,San Luis,11.562023450044942,40.39760337052484
2018,2,Santa Cruz,15.378316740620289,51.67509542909182
2018,2,Santa Fe,17.687947265947226,56.24984004299644
2018,2,Santiago Del Estero,10.067149844737527,40.562925055551815
2018,2,Tierra Del Fuego,24.966584038106348,84.20006556839603
2018,2,Tucumán,7.201419747707976,29.070298550844992
2018,1,Buenos Aires,15.487430241840732,47.827203389418194
2018,1,Capital Federal,24.18035580063295,57.64465074625473
2018,1,Catamarca,21.873279726329034,85.98603047019158
2018,1,Chaco,9.328843827595499,34.90244096366383
2018,1,Chubut,12.241450315596607,39.9334305736815
2018,1,Córdoba,30.08603770295541,98.26412891941114
2018,1,Corrientes,9.644238600275848,36.62388431467515
2018,1,Entre Ríos,15.50808882032783,51.866539411023396
2018,1,Formosa,8.849139943140358,34.76677591286788
2018,1,Jujuy,11.80515331999132,46.16233722280365
2018,1,La Pampa,23.85727134042214,72.40726983743068
2018,1,La Rioja,6.227588231593516,23.393528820969298
2018,1,Mendoza,4.548068601248933,16.29704654427785
2018,1,Misiones,10.937295207082528,40.15319967961362
2018,1,Neuquén,11.967034622654843,40.20025253315802
2018,1,Río Negro,12.41369039000153,40.35686265719217
2018,1,Salta,12.691535094603852,52.39998088616517
2018,1,San Juan,4.916226936312515,19.29914080579737
2018,1,San Luis,12.55678893765679,43.873859203194584
2018,1,Santa Cruz,15.425334323922733,51.83538131460893
2018,1,Santa Fe,17.9561918925971,57.103173512845174
2018,1,Santiago Del Estero,10.093089158867347,40.6678819180718
2018,1,Tierra Del Fuego,24.64350357107915,83.1154099983501
2018,1,Tucumán,7.13660991909997,28.809020367861265
2017,4,Buenos Aires,15.54273977162671,48.102505013847946
2017,4,Capital Federal,24.151548543382116,57.50390674756663
2017,4,Catamarca,7.2394656919132085,28.45924434029862
2017,4,Chaco,8.644288094639455,32.34131159877807
2017,4,Chubut,11.99529291793503,39.13045872873374
2017,4,Córdoba,28.42396005255897,92.83570852571559
2017,4,Corrientes,9.664470956914295,36.700740658548085
2017,4,Entre Ríos,15.490007376757154,51.80623709874788
2017,4,Formosa,8.29049060274824,32.57201250141006
2017,4,Jujuy,11.618851254987634,45.434037931322585
2017,4,La Pampa,23.981550678585894,72.7846457510908
2017,4,La Rioja,6.235369619307631,23.422880460019957
2017,4,Mendoza,5.88183365521471,21.076329410371862
2017,4,Misiones,10.898745401192384,40.01169012184704
2017,4,Neuquén,12.028197858820558,40.40587024927093
2017,4,Río Negro,12.572383705243174,40.87285878796603
2017,4,Salta,12.80547679163821,52.870584005034004
2017,4,San Juan,5.199842532747527,20.412551232950346
2017,4,San Luis,12.74301524925136,44.524790453189375
2017,4,Santa Cruz,14.6666939321615,49.28631731883062
2017,4,Santa Fe,18.149531609910213,57.71804258388618
2017,4,Santiago del Estero,10.11474507860374,40.75510972529541
2017,4,Tierra del Fuego,24.66949778434269,83.20290607161391
2017,4,Tucumán,7.145553397585373,28.8451849321297
2017,3,Buenos Aires,15.110682648167344,46.78604931525656
2017,3,Capital Federal,23.10257307437214,54.92457768654051
2017,3,Catamarca,10.081521537559992,39.570895368550545
2017,3,Chaco,7.729473148056995,28.867805154434507
2017,3,Chubut,11.933886209172115,38.814948150550904
2017,3,Córdoba,28.098732594468363,91.61119850330222
2017,3,Corrientes,8.591688986908514,32.576224379469295
2017,3,Entre Ríos,12.271763878210741,40.97704883082014
2017,3,Formosa,8.370005221082323,32.83585013228929
2017,3,Jujuy,11.360452571747544,44.33760253028569
2017,3,La Pampa,28.54116387393036,86.49537969555549
2017,3,La Rioja,6.339158887651536,23.75836280816683
2017,3,Mendoza,5.897151071615264,21.09284571799935
2017,3,Misiones,10.265259019126646,37.61168980232876
2017,3,Neuquén,17.24294692222921,57.789004684511966
2017,3,Río Negro,8.05528730418036,26.128358056914642
2017,3,Salta,18.602580634803175,76.63445365521129
2017,3,San Juan,5.228877477863581,20.488116683556193
2017,3,San Luis,12.799223261280595,44.62342302137149
2017,3,Santa Cruz,14.156884522452163,47.3605717595783
2017,3,Santa Fe,17.834312097783403,56.63931281052547
2017,3,Santiago del Estero,10.32892766291348,41.54428637203379
2017,3,Tierra del Fuego,24.84320557491289,83.42068960690177
2017,3,Tucumán,10.989833487556854,44.271301988600165
2017,2,Buenos Aires,15.174589326288235,47.16633327045598
2017,2,Capital Federal,23.142977086478044,54.9641893012921
2017,2,Catamarca,10.008908245075721,39.34553802455205
2017,2,Chaco,7.835901460679548,29.31607054705381
2017,2,Chubut,12.376976299733258,40.37326784384758
2017,2,Córdoba,27.995087434711234,91.43292193543238
2017,2,Corrientes,8.534136454080018,32.40751062495646
2017,2,Entre Ríos,12.068718374537571,40.36285234532574
2017,2,Formosa,8.123852790793148,31.916396742245503
2017,2,Jujuy,11.35863623298582,44.4150332976198
2017,2,La Pampa,28.44516387806555,86.329527767875
2017,2,La Rioja,6.385852294394305,23.987346808849278
2017,2,Mendoza,5.87807521494582,21.06223461338878
2017,2,Misiones,10.104512732484364,37.094614967135016
2017,2,Neuquén,17.37093549207266,58.35051111591445
2017,2,Río Negro,8.11339811235329,26.375497597492878
2017,2,Salta,18.73206848005003,77.33689258890598
2017,2,San Juan,5.378234706104318,21.112346936654124
2017,2,San Luis,11.232706281500095,39.24628935853805
2017,2,Santa Cruz,14.843629732258103,49.87516288508023
2017,2,Santa Fe,17.932952978539635,57.028405153985645
2017,2,Santiago del Estero,10.263655968914838,41.35448034161861
2017,2,Tierra del Fuego,24.25406406475067,81.79332968835429
2017,2,Tucumán,10.980516846966394,44.32477748953292
2017,1,Buenos Aires,15.225773753026612,47.425765412753925
2017,1,Capital Federal,23.288865202160675,55.24012393493416
2017,1,Catamarca,7.355257316192976,28.913935824810114
2017,1,Chaco,7.568439663304176,28.31567714895477
2017,1,Chubut,12.462465288412018,40.65301110677011
2017,1,Córdoba,28.158151345916767,91.9662855175006
2017,1,Corrientes,8.582173957021084,32.59015088291472
2017,1,Entre Ríos,11.953232953733263,39.97689312072349
2017,1,Formosa,8.280044682554932,32.53019291401699
2017,1,Jujuy,11.331058572181009,44.30772472280018
2017,1,La Pampa,29.339608284543576,89.04488017429193
2017,1,La Rioja,6.487760546762896,24.370645425325904
2017,1,Mendoza,6.072814225142592,21.760222018721638
2017,1,Misiones,10.161148950332315,37.302933802693374
2017,1,Neuquén,17.448354722258973,58.61149469072902
2017,1,Río Negro,7.336265174093189,23.849579640990683
2017,1,Salta,12.515577488659588,51.67231115186843
2017,1,San Juan,5.757881137980161,22.60282183455731
2017,1,San Luis,11.723693341162269,40.96236890808143
2017,1,Santa Cruz,14.997556090698838,50.39508076873003
2017,1,Santa Fe,17.500185086526137,55.652449293132236
2017,1,Santiago del Estero,10.325904036544603,41.60561217962386
2017,1,Tierra del Fuego,24.30640990233247,81.97463959863673
2017,1,Tucumán,7.691716759272176,31.049299408565872
2016,4,Buenos Aires,15.057898413616421,49.41328043035559
2016,4,Capital Federal,23.290277406393074,61.32690852543333
2016,4,Catamarca,7.518256555139039,29.57745297151782
2016,4,Chaco,7.645690187008479,28.629838842745517
2016,4,Chubut,12.59312236564577,41.13946143288374
2016,4,Córdoba,27.984716653634784,91.48014658298436
2016,4,Corrientes,8.651234667863472,32.87799978998783
2016,4,Entre Ríos,11.684097808224722,39.108046260977005
2016,4,Formosa,7.918558228164224,31.133208849200095
2016,4,Jujuy,11.099706466162147,43.44496172367788
2016,4,La Pampa,29.05159290680578,88.23564022073022
2016,4,La Rioja,6.897411760919762,25.93860517777111
2016,4,Mendoza,6.134988948871159,22.00301083004995
2016,4,Misiones,10.232672469776164,37.60259635811478
2016,4,Neuquén,17.62212254152906,59.26405912562182
2016,4,Río Negro,7.62049607857799,24.80153189348959
2016,4,Salta,12.792722420218391,52.874984392079966
2016,4,San Juan,5.330787919003382,20.94568898144674
2016,4,San Luis,11.254649997100225,39.36618031793266
2016,4,Santa Cruz,15.454675127997355,52.044368592072054
2016,4,Santa Fe,18.01465179224067,57.326996188138175
2016,4,Santiago del Estero,10.448785802076305,42.13761321560546
2016,4,Tierra del Fuego,24.731485090314298,83.58589327641103
2016,4,Tucumán,7.698162228629369,31.107499484260977
2016,3,Buenos Aires,14.969436442377548,49.1229878495333
2016,3,Capital Federal,23.430088764030987,61.69505348957718
2016,3,Catamarca,7.428159270037287,29.223002681957404
2016,3,Chaco,7.803859575348072,29.222115535530264
2016,3,Chubut,12.588273595328557,41.123621374027
2016,3,Córdoba,28.039533735935272,91.65933991862418
2016,3,Corrientes,8.58581138291129,32.62936629066682
2016,3,Entre Ríos,11.651051451154713,38.997436226529935
2016,3,Formosa,7.93190036502718,31.185665814405148
2016,3,Jujuy,11.478910910715207,44.92919219673402
2016,3,La Pampa,26.252560003004124,79.73440378050833
2016,3,La Rioja,6.597046226792069,24.80904190551699
2016,3,Mendoza,6.100065808620142,21.877759710680962
2016,3,Misiones,10.173296063219679,37.3844024253437
2016,3,Neuquén,17.636751328118912,59.3132564496873
2016,3,Río Negro,7.689486017897881,25.026065331041266
2016,3,Salta,12.75847376760329,52.733427582435496
2016,3,San Juan,5.666579262810908,22.265077626600235
2016,3,San Luis,11.201004150821465,39.1785394709528
2016,3,Santa Cruz,15.536010731443799,52.318270184332434
2016,3,Santa Fe,17.94187740975743,57.0954104325363
2016,3,Santiago del Estero,10.560606496686418,42.58856103559475
2016,3,Tierra del Fuego,24.65800688778281,83.33755634183105
2016,3,Tucumán,7.771048345311613,31.402024952777424
2016,2,Buenos Aires,14.94442031371401,49.040896116213105
2016,2,Capital Federal,23.468433099431795,61.79602006496664
2016,2,Catamarca,7.397710880058301,29.103216157507624
2016,2,Chaco,8.161125113889748,30.559922135370652
2016,2,Chubut,12.612517446914623,41.20282166831068
2016,2,Córdoba,27.88334525611805,91.14877033862463
2016,2,Corrientes,8.579426366416664,32.60510078648981
2016,2,Entre Ríos,11.623175612537834,38.90413252400315
2016,2,Formosa,7.93378194843093,31.193063591549453
2016,2,Jujuy,11.580195019428627,45.325624682555684
2016,2,La Pampa,25.895242799495076,78.6491582204924
2016,2,La Rioja,6.539654955092671,24.59321463742558
2016,2,Mendoza,6.091046619246006,21.84541257474783
2016,2,Misiones,10.152701169756732,37.30872117313779
2016,2,Neuquén,17.653924251507004,59.371009830112
2016,2,Río Negro,7.724756948020525,25.140857477028835
2016,2,Salta,12.896503974471068,53.303935156510164
2016,2,San Juan,5.674204803287812,22.295039838860692
2016,2,San Luis,11.177184566566417,39.095224036965604
2016,2,Santa Cruz,15.69777146516378,52.86300730625326
2016,2,Santa Fe,17.958779281982782,57.149196293945636
2016,2,Santiago del Estero,10.56124608121231,42.591140336757704
2016,2,Tierra del Fuego,24.334702796644283,82.24487382967914
2016,2,Tucumán,7.727787708029124,31.227213067552526
2016,1,Buenos Aires,14.863137193544258,48.7741613102743
2016,1,Capital Federal,23.536753356028296,61.97591788471428
2016,1,Catamarca,7.289394476362565,28.6770903246289
2016,1,Chaco,7.908728994750472,29.614806646938973
2016,1,Chubut,11.817492285260085,38.60561773219362
2016,1,Córdoba,27.69707254044042,90.53985742571197
2016,1,Corrientes,8.552683326315984,32.503467008125206
2016,1,Entre Ríos,11.55895627464895,38.68918286522506
2016,1,Formosa,7.931729311990475,31.18499328921021
2016,1,Jujuy,11.519913324698388,45.089678270082736
2016,1,La Pampa,25.88311076833309,78.61231075604562
2016,1,La Rioja,6.496745593074429,24.43184845567499
2016,1,Mendoza,6.092147799344011,21.849361934367575
2016,1,Misiones,10.05362976692892,36.94465773006661
2016,1,Neuquén,17.657899465254246,59.38437866817328
2016,1,Río Negro,7.74549625493264,25.20835525886952
2016,1,Salta,12.613490270571752,52.13418061288226
2016,1,San Juan,5.646512051029582,22.186229699599032
2016,1,San Luis,11.388661049387318,39.83492019436497
2016,1,Santa Cruz,16.515679865492764,55.6173535418567
2016,1,Santa Fe,17.83048268711161,56.74092537703018
2016,1,Santiago del Estero,10.54141896090966,42.51118200070622
2016,1,Tierra del Fuego,24.83882716009942,83.9486811460583
2016,1,Tucumán,8.006874598692512,32.354975129397396
2015,4,Buenos Aires,15.035812573293372,49.34080459133439
2015,4,Capital Federal,23.470967011070087,61.802692246861895
2015,4,Catamarca,7.396414668867081,29.09811675377389
2015,4,Chaco,7.944272267081642,29.74790099602913
2015,4,Chubut,12.143998645316286,39.67225517262425
2015,4,Córdoba,27.870808099664373,91.10778722186434
2015,4,Corrientes,8.820190547733636,33.52009673870697
2015,4,Entre Ríos,11.689060590352009,39.124657275040946
2015,4,Formosa,8.007768666378938,31.483955427609864
2015,4,Jujuy,11.897276649536948,46.566702482706006
2015,4,La Pampa,25.40693064689147,77.16605415970074
2015,4,La Rioja,6.839566201105164,25.721069500719132
2015,4,Mendoza,6.198877675544178,22.232146425341178
2015,4,Misiones,10.021388108413497,36.82617743328658
2015,4,Neuquén,17.92769606854432,60.29171782732361
2015,4,Río Negro,8.091587324753819,26.33473713974881
2015,4,Salta,12.971241933004091,53.61284269480594
2015,4,San Juan,5.986665024717204,23.52275602576869
2015,4,San Luis,11.446181492218972,40.036113490030424
2015,4,Santa Cruz,17.163594606654623,57.79923787950792
2015,4,Santa Fe,18.05760769876487,57.46369231293555
2015,4,Santiago del Estero,10.76622378910825,43.41776952954139
2015,4,Tierra del Fuego,24.742477858676313,83.62304593262105
2015,4,Tucumán,7.859986766092569,31.761416168032056
2015,3,Buenos Aires,15.040740564891896,49.35697605325607
2015,3,Capital Federal,23.436523394974966,61.711996869701174
2015,3,Catamarca,7.329142468411041,28.83346226497236
2015,3,Chaco,8.109597524844713,30.366973358447733
2015,3,Chubut,12.139236085387408,39.656696747570706
2015,3,Córdoba,27.64413253078914,90.36680011364597
2015,3,Corrientes,8.62986705385398,32.79679468622081
2015,3,Entre Ríos,11.625038311204278,38.910367194990414
2015,3,Formosa,8.012775140267587,31.503639263060993
2015,3,Jujuy,11.78611668361318,46.131615259500066
2015,3,La Pampa,25.09998367613451,76.23379331722523
2015,3,La Rioja,7.010344602532306,26.363303672181562
2015,3,Mendoza,6.2305925429755025,22.345891140674922
2015,3,Misiones,9.964891218264638,36.6185650268472
2015,3,Neuquén,17.960128762636245,60.40079056221904
2015,3,Río Negro,8.172002392419808,26.59645459814914
2015,3,Salta,12.77294664251724,52.79324698678492
2015,3,San Juan,5.8969442147669895,23.170225741515324
2015,3,San Luis,11.489007055721515,40.18590747344995
2015,3,Santa Cruz,17.15142494281818,57.75825594587945
2015,3,Santa Fe,18.05590057724254,57.45825983774081
2015,3,Santiago del Estero,10.731529139734317,43.277853778212716
2015,3,Tierra del Fuego,24.326240669130826,82.21627407173317
2015,3,Tucumán,7.7017825596185014,31.122128877748985
2015,2,Buenos Aires,15.141713372042178,49.688323595821856
2015,2,Capital Federal,22.698670417484784,59.76911567227337
2015,2,Catamarca,7.185275702641757,28.267478320756364
2015,2,Chaco,7.998418475841081,29.950655383509083
2015,2,Chubut,12.12900540109574,39.62327494560385
2015,2,Córdoba,27.441786675501604,89.70534519411727
2015,2,Corrientes,8.562688559941623,32.541490721695745
2015,2,Entre Ríos,11.645243924126788,38.977997752169486
2015,2,Formosa,8.00276219249029,31.464271592158735
2015,2,Jujuy,11.476407705625325,44.91939449175448
2015,2,La Pampa,24.15873793199944,73.37503713455344
2015,2,La Rioja,6.9080951137797495,25.978781302006603
2015,2,Mendoza,6.18938442927293,22.198099094162682
2015,2,Misiones,9.77749305138695,35.92992208941655
2015,2,Neuquén,17.94883379454453,60.36280503265347
2015,2,Río Negro,8.32825373386333,27.104987453261533
2015,2,Salta,12.68699868378126,52.43800618444298
2015,2,San Juan,5.895455634209746,23.164376822772056
2015,2,San Luis,11.663248318991668,40.795363386382334
2015,2,Santa Cruz,16.898670386215205,56.90709270898029
2015,2,Santa Fe,18.001419854176504,57.28488894833628
2015,2,Santiago del Estero,10.635957232918543,42.892433680608576
2015,2,Tierra del Fuego,23.672341235712363,80.00626654264116
2015,2,Tucumán,7.626761120437346,30.81897478572983
2015,1,Buenos Aires,15.020464370470682,49.29043866181705
2015,1,Capital Federal,22.59707484643615,59.50159879458352
2015,1,Catamarca,7.079454263722144,27.851167888933738
2015,1,Chaco,8.014076264803826,30.009287104605875
2015,1,Chubut,12.093550788291862,39.50745111464974
2015,1,Córdoba,27.320614611170253,89.30924190874222
2015,1,Corrientes,8.447298518242372,32.10296444048789
2015,1,Entre Ríos,11.501685692988199,38.49749150884105
2015,1,Formosa,7.995856711264566,31.437121474295104
2015,1,Jujuy,11.00002748083212,43.054811793540665
2015,1,La Pampa,23.69642274147661,71.97089117428169
2015,1,La Rioja,6.948886133228908,26.132181183725336
2015,1,Mendoza,6.140539290637061,22.02291701586439
2015,1,Misiones,9.60766608992758,35.305849081964816
2015,1,Neuquén,17.940120533445207,60.333501909845744
2015,1,Río Negro,8.22709100639028,26.7757450278362
2015,1,Salta,12.616575356335288,52.14693191446124
2015,1,San Juan,5.946067373156021,23.363240060043186
2015,1,San Luis,11.67269513447017,40.82840617684253
2015,1,Santa Cruz,17.011941872692834,57.28853993736843
2015,1,Santa Fe,17.78741156816183,56.60386261831987
2015,1,Santiago del Estero,10.585854711307116,42.690381431019034
2015,1,Tierra del Fuego,23.240347433313417,78.54624148828118
2015,1,Tucumán,7.49159697101724,30.272790049230043
2014,4,Buenos Aires,15.129925081401,49.64963970413615
2014,4,Capital Federal,22.64192030182056,59.619683826039235
2014,4,Catamarca,7.186431536958645,28.27202547007211
2014,4,Chaco,8.049032025246593,30.14018147301786
2014,4,Chubut,12.291688761304217,40.154732167152716
2014,4,Córdoba,27.666097899870405,90.438603420007
2014,4,Corrientes,8.606048482972836,32.70627500914654
2014,4,Entre Ríos,11.60812969601541,38.85377207606302
2014,4,Formosa,8.11922840318356,31.922179049161674
2014,4,Jujuy,11.033963817733955,43.18764078881517
2014,4,La Pampa,23.458126774445052,71.2471374964542
2014,4,La Rioja,7.2632754650377125,27.3144827531483
2014,4,Mendoza,6.231808087631297,22.350250666413064
2014,4,Misiones,9.586289804877135,35.22729640466944
2014,4,Neuquén,25.35265026234788,85.26220156500095
2014,4,Río Negro,8.427242757373275,27.427155380175023
2014,4,Salta,12.690324828139095,52.451753831365004
2014,4,San Juan,5.883013329536369,23.115488619403138
2014,4,San Luis,11.76639589349825,41.15614990736984
2014,4,Santa Cruz,14.131593480689947,47.588826928492935
2014,4,Santa Fe,19.352934455008583,61.58573657301684
2014,4,Santiago del Estero,10.71004969792419,43.19123199954624
2014,4,Tierra del Fuego,23.450989921899787,79.2581575137911
2014,4,Tucumán,7.634945824494897,30.852048351820986
2014,3,Buenos Aires,15.04803701398913,49.38091973221341
2014,3,Capital Federal,22.608370837349376,59.53134288862573
2014,3,Catamarca,7.007082383588408,27.566450831805238
2014,3,Chaco,7.571855143427253,28.353358191950957
2014,3,Chubut,12.30804628279818,40.20816924217664
2014,3,Córdoba,27.654762238759062,90.40154791028304
2014,3,Corrientes,8.473197740027702,32.20139138659552
2014,3,Entre Ríos,11.510979981502572,38.5286005829988
2014,3,Formosa,8.090996701073328,31.811181131025503
2014,3,Jujuy,10.28914935372915,40.2723892928791
2014,3,La Pampa,22.92678621338943,69.63334734283404
2014,3,La Rioja,6.7825871126983905,25.506792300980724
2014,3,Mendoza,6.273067680218306,22.498227340878376
2014,3,Misiones,9.863163684227555,36.2447409440183
2014,3,Neuquén,25.359202816287684,85.28423812405887
2014,3,Río Negro,8.443501196882444,27.480069810136946
2014,3,Salta,12.678002869038872,52.40082460975738
2014,3,San Juan,5.853303906857537,22.99875459495793
2014,3,San Luis,11.667436351989512,40.810012163751274
2014,3,Santa Cruz,14.040405337717214,47.28174643118103
2014,3,Santa Fe,19.41217410402257,61.774251520315126
2014,3,Santiago del Estero,10.651453416500845,42.95492631874656
2014,3,Tierra del Fuego,23.642696583706282,79.90607544171249
2014,3,Tucumán,7.614783059461076,30.770572645767626
2014,2,Buenos Aires,15.038077162327193,49.34823595857531
2014,2,Capital Federal,22.704460701377297,59.784362386789546
2014,2,Catamarca,6.965870237707587,27.404318787267318
2014,2,Chaco,7.582292005717278,28.39243977622638
2014,2,Chubut,12.327100099043895,40.27041462627044
2014,2,Córdoba,27.607265818702537,90.24628532453971
2014,2,Corrientes,8.343083269486977,31.70690664547488
2014,2,Entre Ríos,11.321878176856814,37.895654655507954
2014,2,Formosa,8.112780421837396,31.89682767279724
2014,2,Jujuy,10.01208671837946,39.18794840027318
2014,2,La Pampa,22.575207049235793,68.56552938404329
2014,2,La Rioja,6.914135216006398,26.001495884276153
2014,2,Mendoza,6.238890358400458,22.37565108387655
2014,2,Misiones,9.737071982100257,35.781384436399705
2014,2,Neuquén,25.352158820802394,85.2605488230716
2014,2,Río Negro,8.433630001466163,27.44794319194578
2014,2,Salta,12.627650171974997,52.19270643257066
2014,2,San Juan,5.770199669225967,22.672222093399224
2014,2,San Luis,11.853224910563984,41.45985786306097
2014,2,Santa Cruz,14.945543982224734,50.3298447478088
2014,2,Santa Fe,19.29485229412664,61.400905034007444
2014,2,Santiago del Estero,10.548310891393209,42.53897561295232
2014,2,Tierra del Fuego,23.440864570043807,79.22393649647131
2014,2,Tucumán,7.643087256432844,30.884947059628022
2014,1,Buenos Aires,14.343400269079869,47.06861743601455
2014,1,Capital Federal,22.67589610357241,59.70914737556065
2014,1,Catamarca,4.639927955063497,18.25386642177228
2014,1,Chaco,7.7933288991409935,29.182682658270053
2014,1,Chubut,12.343817126504758,40.32502614250368
2014,1,Córdoba,14.481958870254006,47.340544364150816
2014,1,Corrientes,5.760891307711759,21.893589814257766
2014,1,Entre Ríos,8.34195782280687,27.921511596026082
2014,1,Formosa,5.23035849033587,20.56407726556105
2014,1,Jujuy,8.976022676853447,35.13272741180859
2014,1,La Pampa,19.939393047853013,60.56002219341039
2014,1,La Rioja,6.924339156933853,26.039869118200535
2014,1,Mendoza,5.73733681938439,20.576839701689625
2014,1,Misiones,8.447548065543845,31.042695939174045
2014,1,Neuquén,17.337566283178447,58.30708252534491
2014,1,Río Negro,5.825311777352285,18.958956785197035
2014,1,Salta,9.364688916169605,38.7062084217957
2014,1,San Juan,5.751716848665404,22.599599543629164
2014,1,San Luis,3.5899967864751035,12.556984079788418
2014,1,Santa Cruz,6.785489526206958,22.85046531581935
2014,1,Santa Fe,16.220356061156924,51.61711149413926
2014,1,Santiago del Estero,10.126047354072933,40.83608132956874
2014,1,Tierra del Fuego,20.173751037848564,68.18195490795202
2014,1,Tucumán,7.0952579339208315,28.67122385383119
